지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2)
188,성산,2019-10-13 20:00,19.9,,4.2,160,61,1019.4,1021.8,,
188,성산,2019-10-13 21:00,19.8,,3.9,360,63,1019.7,1022.1,,
188,성산,2019-10-13 22:00,19.6,,3.9,360,63,1020,1022.4,,
188,성산,2019-10-13 23:00,19.6,,4,360,63,1020.3,1022.7,,
188,성산,2019-10-14 00:00,19.5,,3.7,20,64,1020.2,1022.6,,
188,성산,2019-10-14 01:00,19.5,,3.8,20,63,1020.3,1022.7,,
188,성산,2019-10-14 02:00,18.8,,4,20,66,1020.2,1022.6,,
188,성산,2019-10-14 03:00,18.4,,3.3,360,66,1020.3,1022.7,,
188,성산,2019-10-14 04:00,17.8,,3.1,360,67,1020,1022.4,,
188,성산,2019-10-14 05:00,15.9,,1.2,320,76,1020.3,1022.7,,
188,성산,2019-10-14 06:00,15.8,,1.6,320,76,1020.5,1022.9,,
188,성산,2019-10-14 07:00,15.7,,1.3,360,79,1020.9,1023.3,0,
188,성산,2019-10-14 08:00,18.4,,1.8,20,72,1021.5,1023.9,1,
188,성산,2019-10-14 09:00,20.5,,4.4,360,64,1021.9,1024.3,1,
188,성산,2019-10-14 10:00,20.2,,2.9,340,62,1021.9,1024.3,.9,
188,성산,2019-10-14 11:00,20.9,,3,340,61,1021.6,1024,.9,
188,성산,2019-10-14 12:00,21.8,,4,360,51,1021.2,1023.6,1,
188,성산,2019-10-14 13:00,21.7,,4,340,51,1020.6,1023,1,
188,성산,2019-10-14 14:00,21.9,,4.5,320,56,1020.3,1022.7,1,
188,성산,2019-10-14 15:00,21.6,,4.3,340,60,1020.4,1022.8,1,
188,성산,2019-10-14 16:00,20.7,,3.5,360,65,1021,1023.4,1,
188,성산,2019-10-14 17:00,19.3,,4,320,69,1021.5,1023.9,1,
188,성산,2019-10-14 18:00,18.1,,3.8,360,72,1021.7,1024.1,.5,
188,성산,2019-10-14 19:00,17.3,,5,340,73,1021.8,1024.2,0,
188,성산,2019-10-14 20:00,17,,5.5,320,67,1022.1,1024.5,,
188,성산,2019-10-14 21:00,16.5,,4.2,340,67,1022.4,1024.8,,
188,성산,2019-10-14 22:00,15.9,,3.7,320,70,1022.2,1024.6,,
188,성산,2019-10-14 23:00,15.7,,5.1,360,66,1022.4,1024.8,,
188,성산,2019-10-15 00:00,15.4,,4.1,290,70,1022.5,1024.9,,
188,성산,2019-10-15 01:00,15.2,,3.3,320,65,1022.4,1024.9,,
188,성산,2019-10-15 02:00,15,,2.7,340,67,1022.5,1025,,
188,성산,2019-10-15 03:00,14.9,,4.2,340,63,1022.4,1024.8,,
188,성산,2019-10-15 04:00,14.2,,3.4,320,66,1022.4,1024.8,,
188,성산,2019-10-15 05:00,14,,2.3,320,65,1022.7,1025.2,,
188,성산,2019-10-15 06:00,14.3,,2.7,340,61,1023,1025.4,,
188,성산,2019-10-15 07:00,14.6,,2.9,320,63,1023.1,1025.5,0,
188,성산,2019-10-15 08:00,15.8,,2.8,20,63,1023.5,1025.9,.7,
188,성산,2019-10-15 09:00,17.4,,3.2,290,62,1023.6,1026,.9,
188,성산,2019-10-15 10:00,18.1,,4.6,290,66,1024.1,1026.5,1,
188,성산,2019-10-15 11:00,17.1,2.9,3.8,340,84,1024.2,1026.6,.4,
188,성산,2019-10-15 12:00,18.7,1.4,4.8,360,78,1023.7,1026.1,0,
188,성산,2019-10-15 13:00,19.7,,5.7,340,72,1023.2,1025.6,.2,
188,성산,2019-10-15 14:00,19.7,,5.5,360,70,1022.5,1024.9,.5,
188,성산,2019-10-15 15:00,19.4,,4.8,360,70,1022.3,1024.7,.1,
188,성산,2019-10-15 16:00,19.4,0,5.7,360,68,1022.7,1025.1,0,
188,성산,2019-10-15 17:00,19.4,,5.1,360,66,1022.7,1025.1,0,
188,성산,2019-10-15 18:00,19.3,,5.4,340,67,1022.9,1025.3,0,
188,성산,2019-10-15 19:00,19.4,,5.3,340,65,1023.2,1025.6,,
188,성산,2019-10-15 20:00,19.3,,5.2,360,63,1023.4,1025.8,,
188,성산,2019-10-15 21:00,19.4,,5.1,360,62,1024,1026.4,,
188,성산,2019-10-15 22:00,19,,4.4,340,59,1024,1026.4,,
188,성산,2019-10-15 23:00,19.3,,4.6,340,59,1024.3,1026.7,,
188,성산,2019-10-16 00:00,19,,4.6,340,58,1024,1026.4,,
189,서귀포,2019-09-01 01:00,22.7,,1.3,20,92,1010.2,1016.2,,
189,서귀포,2019-09-01 02:00,22.9,,1,360,92,1009.8,1015.8,,
189,서귀포,2019-09-01 03:00,22.5,,1.4,20,87,1010.2,1016.2,,
189,서귀포,2019-09-01 04:00,22.6,,1,360,88,1010,1016,,
189,서귀포,2019-09-01 05:00,22.5,,1,360,90,1009.9,1015.9,,
189,서귀포,2019-09-01 06:00,22.3,,1.4,360,94,1009.8,1015.8,,
189,서귀포,2019-09-01 07:00,22.7,,1.4,360,83,1010.5,1016.5,0,
189,서귀포,2019-09-01 08:00,23.5,,1.2,50,89,1010.8,1016.8,0,
189,서귀포,2019-09-01 09:00,24.5,,1.5,20,78,1011.2,1017.1,0,
189,서귀포,2019-09-01 10:00,25,,1.1,20,83,1011.4,1017.4,0,
189,서귀포,2019-09-01 11:00,24.7,0,1.4,20,89,1011.7,1017.6,0,
189,서귀포,2019-09-01 12:00,24.6,0,1.7,20,94,1011.1,1017,0,
189,서귀포,2019-09-01 13:00,24.8,0,.9,70,93,1011.1,1017,0,
189,서귀포,2019-09-01 14:00,23,1.6,.7,140,99,1010.7,1016.7,0,
189,서귀포,2019-09-01 15:00,22,5,2.8,50,99,1009.7,1015.7,0,
189,서귀포,2019-09-01 16:00,22.4,.2,2.3,70,99,1009.9,1015.9,0,
189,서귀포,2019-09-01 17:00,22.2,0,1.8,50,99,1010,1016,0,
189,서귀포,2019-09-01 18:00,21.6,3.3,2.1,70,99,1010.1,1016.1,0,
189,서귀포,2019-09-01 19:00,21.1,2.5,2.7,50,99,1010.4,1016.4,0,
189,서귀포,2019-09-01 20:00,21.3,.2,3,70,99,1010.4,1016.4,,
189,서귀포,2019-09-01 21:00,21.5,3.3,2.3,50,99,1011,1017,,
189,서귀포,2019-09-01 22:00,21.7,.9,2.4,50,99,1011.4,1017.4,,
189,서귀포,2019-09-01 23:00,21.8,.9,2.2,50,99,1011.1,1017.1,,
189,서귀포,2019-09-02 00:00,21.9,.8,1.9,20,99,1010.9,1016.9,,
189,서귀포,2019-09-02 01:00,21.8,2.5,2,50,99,1010.4,1016.4,,
189,서귀포,2019-09-02 02:00,22.1,3.3,2.4,20,99,1009.8,1015.8,,
189,서귀포,2019-09-02 03:00,22.8,0,2.6,20,99,1008.9,1014.9,,
189,서귀포,2019-09-02 04:00,23.5,,2,20,99,1008.9,1014.8,,
189,서귀포,2019-09-02 05:00,23.6,.1,.9,20,99,1008.7,1014.6,,
189,서귀포,2019-09-02 06:00,23.8,2,.7,160,99,1008.1,1014,,
189,서귀포,2019-09-02 07:00,25,.3,3.3,180,99,1008.4,1014.3,0,
189,서귀포,2019-09-02 08:00,24.5,4.3,1.6,200,99,1008.8,1014.7,0,
189,서귀포,2019-09-02 09:00,25.4,0,.4,0,99,1009.2,1015.1,0,
189,서귀포,2019-09-02 10:00,26,,1.9,180,99,1009.5,1015.4,0,
189,서귀포,2019-09-02 11:00,25.1,.3,2.9,180,99,1009.4,1015.3,0,
189,서귀포,2019-09-02 12:00,25,1.8,3.4,180,99,1009.2,1015.1,0,
189,서귀포,2019-09-02 13:00,26.6,,2.9,180,99,1008.7,1014.6,.3,
189,서귀포,2019-09-02 14:00,26.7,,2.4,180,99,1008.5,1014.4,.1,
189,서귀포,2019-09-02 15:00,26.6,,1.9,180,99,1008.2,1014.1,.1,
189,서귀포,2019-09-02 16:00,26.7,,1.6,180,99,1008.1,1014,0,
189,서귀포,2019-09-02 17:00,27.4,,1.7,180,99,1008.1,1014,.4,
189,서귀포,2019-09-02 18:00,26.3,0,1.4,180,99,1008.1,1014,.2,
189,서귀포,2019-09-02 19:00,26,0,.9,180,99,1008.4,1014.3,0,
189,서귀포,2019-09-02 20:00,25.5,0,1.3,360,99,1008.7,1014.6,,
189,서귀포,2019-09-02 21:00,25.3,,.5,290,99,1009.4,1015.3,,
189,서귀포,2019-09-02 22:00,25.3,,.6,360,99,1009.5,1015.4,,
189,서귀포,2019-09-02 23:00,25.2,,.4,0,99,1009.5,1015.4,,
189,서귀포,2019-09-03 00:00,25,,1.2,360,99,1008.8,1014.7,,
189,서귀포,2019-09-03 01:00,24.7,,1.2,360,99,1008.5,1014.4,,
189,서귀포,2019-09-03 02:00,24.8,,1,360,99,1008.2,1014.1,,
189,서귀포,2019-09-03 03:00,24.5,1.1,1.3,360,99,1008.2,1014.1,,
189,서귀포,2019-09-03 04:00,24.7,,1.1,360,99,1007.9,1013.8,,
189,서귀포,2019-09-03 05:00,25.1,,.4,0,99,1008,1013.9,,
189,서귀포,2019-09-03 06:00,25.2,,1,360,99,1008.1,1014,,
189,서귀포,2019-09-03 07:00,25.2,,1.1,320,99,1008.8,1014.7,0,
189,서귀포,2019-09-03 08:00,24.2,5.5,1.1,360,99,1009,1014.9,0,
189,서귀포,2019-09-03 09:00,24.9,,1.5,20,99,1008.7,1014.6,0,
189,서귀포,2019-09-03 10:00,25.1,,1.5,360,99,1009,1014.9,0,
189,서귀포,2019-09-03 11:00,24.6,.1,1.3,70,99,1008.3,1014.2,0,
189,서귀포,2019-09-03 12:00,26.9,0,2.8,70,99,1007.1,1013,0,
189,서귀포,2019-09-03 13:00,27.4,0,1.2,70,98,1007.4,1013.3,.2,
189,서귀포,2019-09-03 14:00,26.9,0,1.4,50,99,1007.3,1013.2,0,
189,서귀포,2019-09-03 15:00,25.5,.4,1,70,99,1006.9,1012.8,0,
189,서귀포,2019-09-03 16:00,26,1,1.3,50,99,1006.7,1012.6,.1,
189,서귀포,2019-09-03 17:00,26.3,1.4,1.2,20,99,1006.6,1012.5,.3,
189,서귀포,2019-09-03 18:00,26.3,,1,70,99,1006.5,1012.4,.5,
189,서귀포,2019-09-03 19:00,25.5,,2,70,99,1006.6,1012.5,0,
189,서귀포,2019-09-03 20:00,25.3,,1.7,70,99,1007,1012.9,,
189,서귀포,2019-09-03 21:00,25.4,,1.7,20,99,1007.3,1013.2,,
189,서귀포,2019-09-03 22:00,25,,1.8,50,99,1007.6,1013.5,,
189,서귀포,2019-09-03 23:00,24.7,,1.3,20,99,1007.4,1013.3,,
189,서귀포,2019-09-04 00:00,24.9,,1.6,20,99,1007,1012.9,,
189,서귀포,2019-09-04 01:00,25,,1.3,20,99,1006.6,1012.5,,
189,서귀포,2019-09-04 02:00,24.9,,1.3,20,99,1006,1011.9,,
189,서귀포,2019-09-04 03:00,25.2,,1,20,99,1006,1011.9,,
189,서귀포,2019-09-04 04:00,25,,1.5,360,99,1005.6,1011.5,,
189,서귀포,2019-09-04 05:00,25.3,,1.2,20,99,1005.9,1011.8,,
189,서귀포,2019-09-04 06:00,25,.1,.9,360,99,1005.9,1011.8,,
189,서귀포,2019-09-04 07:00,24.3,.3,1.4,360,99,1006.6,1012.5,0,
189,서귀포,2019-09-04 08:00,25.4,,.7,70,99,1007,1012.9,0,
189,서귀포,2019-09-04 09:00,24.9,0,2.9,70,99,1006.8,1012.7,0,
189,서귀포,2019-09-04 10:00,23.4,11.5,.8,20,99,1007.7,1013.6,0,
189,서귀포,2019-09-04 11:00,23.1,10.2,1.3,20,99,1007.6,1013.5,0,
189,서귀포,2019-09-04 12:00,23.7,2.5,1.6,50,99,1007.4,1013.3,0,
189,서귀포,2019-09-04 13:00,22.8,1.9,1,70,99,1007.5,1013.5,0,
189,서귀포,2019-09-04 14:00,22.7,1.5,1.5,20,99,1007.3,1013.3,0,
189,서귀포,2019-09-04 15:00,23.7,0,.8,20,99,1006.1,1012,0,
189,서귀포,2019-09-04 16:00,23.7,.5,.7,320,99,1005.8,1011.7,0,
189,서귀포,2019-09-04 17:00,25.7,.4,.6,360,98,1005.6,1011.5,.5,
189,서귀포,2019-09-04 18:00,25.9,,.6,250,98,1005.5,1011.4,.7,
189,서귀포,2019-09-04 19:00,25.6,,.6,50,92,1005.5,1011.4,0,
189,서귀포,2019-09-04 20:00,25.4,,.9,20,99,1006.2,1012.1,,
189,서귀포,2019-09-04 21:00,25.6,,.9,20,99,1006.6,1012.5,,
189,서귀포,2019-09-04 22:00,25.3,,1,360,99,1006.8,1012.7,,
189,서귀포,2019-09-04 23:00,25.8,,1.1,20,99,1006.5,1012.4,,
189,서귀포,2019-09-05 00:00,25.8,,1.2,20,99,1006.4,1012.3,,
189,서귀포,2019-09-05 01:00,25.1,.1,1.5,20,99,1006.2,1012.1,,
189,서귀포,2019-09-05 02:00,25.5,,1.4,20,99,1005.5,1011.4,,
189,서귀포,2019-09-05 03:00,25.3,,1.4,360,99,1005.3,1011.2,,
189,서귀포,2019-09-05 04:00,25.7,,1.4,20,99,1005.3,1011.2,,
189,서귀포,2019-09-05 05:00,24.6,0,1.7,50,99,1005.2,1011.1,,
189,서귀포,2019-09-05 06:00,24.7,,1.6,50,99,1005.8,1011.7,,
189,서귀포,2019-09-05 07:00,23.9,1.8,.7,70,99,1006.5,1012.4,0,
189,서귀포,2019-09-05 08:00,24,.1,1.5,20,99,1006.3,1012.2,0,
189,서귀포,2019-09-05 09:00,27.1,.2,1.3,20,99,1006,1011.9,.5,
189,서귀포,2019-09-05 10:00,26.1,3,.7,110,99,1006,1011.9,.4,
189,서귀포,2019-09-05 11:00,26.7,.3,.8,110,99,1006.1,1012,.1,
189,서귀포,2019-09-05 12:00,27.6,,.9,180,99,1005.8,1011.7,.5,
189,서귀포,2019-09-05 13:00,27.6,,.9,160,99,1005.5,1011.4,.2,
189,서귀포,2019-09-05 14:00,27.6,,.3,0,99,1004.8,1010.7,0,
189,서귀포,2019-09-05 15:00,28.5,,1.4,180,99,1004.3,1010.1,.4,
189,서귀포,2019-09-05 16:00,27.7,,.9,110,99,1004,1009.8,.7,
189,서귀포,2019-09-05 17:00,26.9,0,1.4,70,99,1004.1,1010,.3,
189,서귀포,2019-09-05 18:00,25.9,1.1,.8,90,99,1004,1009.9,0,
189,서귀포,2019-09-05 19:00,25.7,8.8,1.7,20,99,1004.2,1010.1,0,
189,서귀포,2019-09-05 20:00,25.9,0,1.7,20,99,1004.5,1010.4,,
189,서귀포,2019-09-05 21:00,25.7,.3,1.6,50,99,1004.7,1010.6,,
189,서귀포,2019-09-05 22:00,25.7,,1.6,50,99,1004.7,1010.6,,
189,서귀포,2019-09-05 23:00,25.9,,1.7,20,99,1004.4,1010.3,,
189,서귀포,2019-09-06 00:00,26,,1.8,50,99,1004.2,1010.1,,
189,서귀포,2019-09-06 01:00,25.9,,2.1,50,99,1003.6,1009.5,,
189,서귀포,2019-09-06 02:00,25.9,,2.1,50,99,1002.9,1008.8,,
189,서귀포,2019-09-06 03:00,25.8,,2.4,20,99,1002.1,1008,,
189,서귀포,2019-09-06 04:00,26.1,,2.5,50,99,1001.7,1007.6,,
189,서귀포,2019-09-06 05:00,26.4,,2.5,50,99,1001.5,1007.4,,
189,서귀포,2019-09-06 06:00,26.1,0,3.5,50,99,1001.6,1007.5,,
189,서귀포,2019-09-06 07:00,26.5,,2.8,50,99,1001.7,1007.6,.1,
189,서귀포,2019-09-06 08:00,26.7,,2.9,50,99,1001.7,1007.6,0,
189,서귀포,2019-09-06 09:00,26.9,,3.3,50,99,1001.4,1007.3,0,
189,서귀포,2019-09-06 10:00,26.9,,2.4,50,99,1001.8,1007.7,0,
189,서귀포,2019-09-06 11:00,26.2,.5,2.6,50,99,1001.3,1007.2,0,
189,서귀포,2019-09-06 12:00,26.2,1.6,2.7,50,99,999.8,1005.7,0,
189,서귀포,2019-09-06 13:00,26.5,.1,3.5,50,99,998.8,1004.6,0,
189,서귀포,2019-09-06 14:00,26.3,.7,3.9,50,99,997.8,1003.6,0,
189,서귀포,2019-09-06 15:00,25.9,.8,4.6,50,99,996.7,1002.6,0,
189,서귀포,2019-09-06 16:00,25.4,1.8,4.1,50,99,996,1001.9,0,
189,서귀포,2019-09-06 17:00,25.2,6.2,4.2,50,99,995.4,1001.3,0,
189,서귀포,2019-09-06 18:00,24.9,17.7,4.1,50,99,993.7,999.6,0,
189,서귀포,2019-09-06 19:00,25.8,10.2,3.8,50,99,993.6,999.4,0,
189,서귀포,2019-09-06 20:00,25.8,,5.3,50,99,991.8,997.6,,
189,서귀포,2019-09-06 21:00,25.9,.2,4.7,50,99,991.1,996.9,,
189,서귀포,2019-09-06 22:00,25.6,4,4.1,70,99,989.7,995.5,,
189,서귀포,2019-09-06 23:00,26.6,8.5,3.9,90,99,989.1,994.9,,
189,서귀포,2019-09-07 00:00,26.5,1.8,4,160,99,987.2,993,,
189,서귀포,2019-09-07 01:00,26.5,1.7,4.5,160,99,986,991.8,,
189,서귀포,2019-09-07 02:00,25.9,1.8,8,180,99,985.3,991.1,,
189,서귀포,2019-09-07 03:00,26.2,1.5,9.7,180,99,985.1,990.9,,
189,서귀포,2019-09-07 04:00,26.3,0,11.5,180,99,986.3,992.1,,
189,서귀포,2019-09-07 05:00,25.4,.7,10.1,180,99,987.7,993.5,,
189,서귀포,2019-09-07 06:00,25.2,.2,9.6,200,99,989,994.8,,
189,서귀포,2019-09-07 07:00,24.9,.4,7.8,200,99,991.2,997,0,
189,서귀포,2019-09-07 08:00,25.1,.6,8.4,200,99,992.7,998.5,0,
189,서귀포,2019-09-07 09:00,25.2,0,7.2,230,99,994.5,1000.4,0,
189,서귀포,2019-09-07 10:00,25.3,0,7.1,230,99,995.9,1001.8,.4,
189,서귀포,2019-09-07 11:00,25.4,0,5.7,230,99,996.9,1002.8,.1,
189,서귀포,2019-09-07 12:00,25.9,,5.2,230,99,997.4,1003.3,.4,
189,서귀포,2019-09-07 13:00,26.1,,3.9,230,99,997.8,1003.7,.1,
189,서귀포,2019-09-07 14:00,25.9,,4.9,230,99,998.4,1004.3,.1,
189,서귀포,2019-09-07 15:00,25.7,,3.4,230,99,998.7,1004.6,0,
189,서귀포,2019-09-07 16:00,25.3,,3.8,230,99,999.4,1005.3,.1,
189,서귀포,2019-09-07 17:00,25.3,,2.9,230,99,1000.2,1006.1,0,
189,서귀포,2019-09-07 18:00,24.9,,2.1,230,99,1000.5,1006.4,0,
189,서귀포,2019-09-07 19:00,24.6,,1.2,250,99,1000.8,1006.7,0,
189,서귀포,2019-09-07 20:00,24.4,,1.1,270,99,1001.2,1007.1,,
189,서귀포,2019-09-07 21:00,24,,.9,230,99,1001.7,1007.6,,
189,서귀포,2019-09-07 22:00,23.9,,1.2,250,99,1002,1007.9,,
189,서귀포,2019-09-07 23:00,23.9,,.6,250,99,1002.3,1008.2,,
189,서귀포,2019-09-08 00:00,23.7,,.2,0,99,1002.3,1008.2,,
189,서귀포,2019-09-08 01:00,23.6,,.3,0,99,1001.8,1007.7,,
189,서귀포,2019-09-08 02:00,23,,.8,360,99,1001.6,1007.5,,
189,서귀포,2019-09-08 03:00,22.9,,.9,360,99,1001.2,1007.1,,
189,서귀포,2019-09-08 04:00,23,,1.2,360,99,1001.3,1007.2,,
189,서귀포,2019-09-08 05:00,22.9,,1,360,99,1001.4,1007.3,,
189,서귀포,2019-09-08 06:00,23.1,,.9,360,99,1001.7,1007.6,,
189,서귀포,2019-09-08 07:00,23.4,,1.1,360,99,1001.9,1007.8,0,
189,서귀포,2019-09-08 08:00,24.5,0,.6,360,99,1002.2,1008.1,0,
189,서귀포,2019-09-08 09:00,25.2,,1.2,70,99,1002.4,1008.3,0,
189,서귀포,2019-09-08 10:00,25.8,0,.7,70,99,1002.5,1008.4,0,
189,서귀포,2019-09-08 11:00,25,.4,.7,70,99,1002.3,1008.2,0,
189,서귀포,2019-09-08 12:00,24.1,4.3,1,70,99,1001.9,1007.8,0,
189,서귀포,2019-09-08 13:00,23.9,3,1.9,70,99,1001.4,1007.3,0,
189,서귀포,2019-09-08 14:00,23.3,7.1,1.2,50,99,1001.4,1007.3,0,
189,서귀포,2019-09-08 15:00,23.9,9.6,1.4,20,99,1001,1006.9,0,
189,서귀포,2019-09-08 16:00,24.2,5,.6,70,99,1000.8,1006.7,0,
189,서귀포,2019-09-08 17:00,25.1,0,1.9,70,99,1001,1006.9,0,
189,서귀포,2019-09-08 18:00,24.6,.1,2,50,99,1001.2,1007.1,0,
189,서귀포,2019-09-08 19:00,24.9,,1.6,50,99,1001.5,1007.4,0,
189,서귀포,2019-09-08 20:00,24.3,,2.7,70,99,1002.2,1008.1,,
189,서귀포,2019-09-08 21:00,24.3,,2.4,20,99,1002.5,1008.4,,
189,서귀포,2019-09-08 22:00,25.4,,2,50,99,1002.4,1008.3,,
189,서귀포,2019-09-08 23:00,25.4,0,2.3,20,99,1002.1,1008,,
189,서귀포,2019-09-09 00:00,25.7,,2.6,20,99,1001.8,1007.7,,
189,서귀포,2019-09-09 01:00,25.4,,3,50,99,1001.5,1007.4,,
189,서귀포,2019-09-09 02:00,25.6,0,2.6,50,99,1001.2,1007.1,,
189,서귀포,2019-09-09 03:00,25.5,2.3,3.4,50,99,1000.7,1006.6,,
189,서귀포,2019-09-09 04:00,25.2,4.7,3.3,50,99,1000.4,1006.3,,
189,서귀포,2019-09-09 05:00,25.5,5.4,3,50,99,1000.3,1006.2,,
189,서귀포,2019-09-09 06:00,25.7,3.7,2.9,50,99,1000.6,1006.5,,
189,서귀포,2019-09-09 07:00,26,.9,2.8,50,99,1000.8,1006.7,0,
189,서귀포,2019-09-09 08:00,26.1,1.8,2.4,50,99,1001.2,1007.1,0,
189,서귀포,2019-09-09 09:00,26.3,.5,2.3,50,99,1001.5,1007.4,0,
189,서귀포,2019-09-09 10:00,28.1,,2.4,50,99,1001.5,1007.3,.8,
189,서귀포,2019-09-09 11:00,27.4,,3.2,50,99,1001,1006.8,.3,
189,서귀포,2019-09-09 12:00,26.6,0,2.9,70,99,1000.3,1006.2,0,
189,서귀포,2019-09-09 13:00,26.4,1.4,2.7,50,99,999.9,1005.8,0,
189,서귀포,2019-09-09 14:00,25.2,.3,1.6,180,99,999.7,1005.6,0,
189,서귀포,2019-09-09 15:00,25.2,.8,1,250,99,1000.1,1006,0,
189,서귀포,2019-09-09 16:00,25.9,,2.4,230,99,1000.4,1006.3,0,
189,서귀포,2019-09-09 17:00,25.8,,1.7,230,99,1000.9,1006.8,0,
189,서귀포,2019-09-09 18:00,25.6,,2,200,99,1001.9,1007.8,0,
189,서귀포,2019-09-09 19:00,25.3,0,2.2,200,99,1002.3,1008.2,0,
189,서귀포,2019-09-09 20:00,25.2,.1,2.1,200,99,1003.4,1009.3,,
189,서귀포,2019-09-09 21:00,25.3,,2.3,200,99,1004.2,1010.1,,
189,서귀포,2019-09-09 22:00,25.2,,1.3,200,99,1004.6,1010.5,,
189,서귀포,2019-09-09 23:00,25,,.7,230,99,1004.9,1010.8,,
189,서귀포,2019-09-10 00:00,24.9,,1,230,99,1005.2,1011.1,,
189,서귀포,2019-09-10 01:00,24.9,,.5,230,99,1005.1,1011,,
189,서귀포,2019-09-10 02:00,24.7,,.6,250,99,1005.1,1011,,
189,서귀포,2019-09-10 03:00,24.5,,1,250,99,1005.2,1011.1,,
189,서귀포,2019-09-10 04:00,24.8,,.7,270,99,1005.7,1011.6,,
189,서귀포,2019-09-10 05:00,24.9,,.7,270,99,1006,1011.9,,
189,서귀포,2019-09-10 06:00,24.7,,.9,250,99,1006.3,1012.2,,
189,서귀포,2019-09-10 07:00,24.9,,.8,270,99,1007.2,1013.1,0,
189,서귀포,2019-09-10 08:00,25.7,,1,250,99,1007.4,1013.3,.5,
189,서귀포,2019-09-10 09:00,26.8,,1.6,230,99,1007.7,1013.6,.9,
189,서귀포,2019-09-10 10:00,27.2,,2.7,200,99,1008,1013.9,1,
189,서귀포,2019-09-10 11:00,27.4,,2.5,200,99,1008,1013.9,1,
189,서귀포,2019-09-10 12:00,27.7,,2.5,200,99,1007.9,1013.8,.6,
189,서귀포,2019-09-10 13:00,27.8,,2.5,230,97,1007.2,1013.1,1,
189,서귀포,2019-09-10 14:00,28.2,,2.2,230,99,1007.2,1013,1,
189,서귀포,2019-09-10 15:00,27.7,,1.7,230,99,1006.9,1012.8,.9,
189,서귀포,2019-09-10 16:00,28,,1.3,230,99,1006.7,1012.6,.8,
189,서귀포,2019-09-10 17:00,26.7,,.8,230,99,1006.9,1012.8,0,
189,서귀포,2019-09-10 18:00,26.5,,.9,160,99,1007,1012.9,.1,
189,서귀포,2019-09-10 19:00,26.4,,.4,0,99,1007.4,1013.3,0,
189,서귀포,2019-09-10 20:00,26.6,,.2,0,96,1007.8,1013.7,,
189,서귀포,2019-09-10 21:00,26.6,,.4,0,96,1008.3,1014.2,,
189,서귀포,2019-09-10 22:00,26.9,,.2,0,96,1008.4,1014.3,,
189,서귀포,2019-09-10 23:00,27,,0,0,99,1008.6,1014.5,,
189,서귀포,2019-09-11 00:00,26.6,,0,0,99,1008.7,1014.6,,
189,서귀포,2019-09-11 01:00,26.7,,.7,290,99,1008.5,1014.4,,
189,서귀포,2019-09-11 02:00,26.5,,.8,230,99,1008.3,1014.2,,
189,서귀포,2019-09-11 03:00,26.3,,.8,250,99,1008.2,1014.1,,
189,서귀포,2019-09-11 04:00,26.1,,.8,270,99,1008.2,1014.1,,
189,서귀포,2019-09-11 05:00,26.4,,.6,270,99,1008,1013.9,,
189,서귀포,2019-09-11 06:00,26,,1,230,99,1008.2,1014.1,,
189,서귀포,2019-09-11 07:00,26,,2.3,230,99,1008.5,1014.4,0,
189,서귀포,2019-09-11 08:00,26.1,,1.2,250,99,1008.7,1014.6,0,
189,서귀포,2019-09-11 09:00,27.8,,1.8,230,99,1008.7,1014.6,.7,
189,서귀포,2019-09-11 10:00,29,,2.2,200,96,1008.8,1014.6,1,
189,서귀포,2019-09-11 11:00,29.1,,2.1,180,95,1008.4,1014.2,1,
189,서귀포,2019-09-11 12:00,28.8,,1.9,200,98,1008.1,1013.9,1,
189,서귀포,2019-09-11 13:00,28.4,,2.6,230,99,1007.7,1013.5,1,
189,서귀포,2019-09-11 14:00,28.3,,1.8,200,97,1007.1,1012.9,.9,
189,서귀포,2019-09-11 15:00,27.8,,.9,160,99,1006.8,1012.7,.4,
189,서귀포,2019-09-11 16:00,27.7,,.8,200,99,1006.9,1012.8,.1,
189,서귀포,2019-09-11 17:00,27.3,,1.3,70,99,1007.1,1013,0,
189,서귀포,2019-09-11 18:00,26.9,,1.2,50,99,1007.2,1013.1,.2,
189,서귀포,2019-09-11 19:00,26.6,,.7,70,99,1007.2,1013.1,0,
189,서귀포,2019-09-11 20:00,26.4,,.8,70,99,1007.9,1013.8,,
189,서귀포,2019-09-11 21:00,27.3,,.4,0,99,1008.2,1014.1,,
189,서귀포,2019-09-11 22:00,26.1,,.7,250,99,1008.6,1014.5,,
189,서귀포,2019-09-11 23:00,25.6,,.3,0,99,1008.4,1014.3,,
189,서귀포,2019-09-12 00:00,25.4,,.8,70,99,1008.3,1014.2,,
189,서귀포,2019-09-12 01:00,25.8,,2,50,99,1008,1013.9,,
189,서귀포,2019-09-12 02:00,25.8,,1.5,50,99,1007.7,1013.6,,
189,서귀포,2019-09-12 03:00,25.4,,2.1,50,99,1007.6,1013.5,,
189,서귀포,2019-09-12 04:00,25.2,,1.9,50,99,1007.5,1013.4,,
189,서귀포,2019-09-12 05:00,25,,1.7,70,99,1007.8,1013.7,,
189,서귀포,2019-09-12 06:00,25,,2,50,99,1007.7,1013.6,,
189,서귀포,2019-09-12 07:00,25,,3.5,50,99,1008.1,1014,0,
